"","treatment","groupID","round","contribution","endowment","share","stock","gain","bot_active","disaster","EWE","noComprehension"
"295","Hi000","Hi000_37",5,30.5,61.75,0.494435515293201,77.25,15.5,0,0,0,0
"296","Hi000","Hi000_37",6,34.75,77.25,0.447659895123663,95.5,18.25,0,0,0,0
"297","Hi000","Hi000_37",7,51.75,95.5,0.541748903508772,121.75,26.25,0,0,0,0
"298","Hi000","Hi000_37",8,44,121.75,0.362741989478718,143.75,22,0,0,0,0
"299","Hi000","Hi000_37",9,58.75,143.75,0.406807476371353,174,30.25,0,0,0,0
"300","Hi000","Hi000_37",10,50.5,174,0.291326078351456,199.5,25.5,0,0,0,0
"301","Hi000","Hi000_38",1,14,20,0.7,27,7,0,0,0,0
"302","Hi000","Hi000_38",2,18.25,27,0.677166224580018,36.75,9.75,0,0,0,0
"303","Hi000","Hi000_38",3,24,36.75,0.655956296992481,48.75,12,0,0,0,0
"304","Hi000","Hi000_38",4,25.25,48.75,0.523082496795216,61.5,12.75,0,0,0,0
"305","Hi000","Hi000_38",5,26,61.5,0.424686299214394,74.5,13,0,0,0,0
"306","Hi000","Hi000_38",6,34.75,74.5,0.4572818187346,92.75,18.25,0,0,0,0
"307","Hi000","Hi000_38",7,44,92.75,0.473071851428361,114.75,22,0,0,0,0
"308","Hi000","Hi000_38",8,40.25,114.75,0.347880719702754,135.5,20.75,0,0,0,0
"309","Hi000","Hi000_38",9,38.75,135.5,0.288306861912302,155.75,20.25,0,0,0,0
"310","Hi000","Hi000_38",10,46,155.75,0.292143798172763,178.75,23,0,0,0,0
"311","Hi000","Hi000_39",1,13.25,20,0.6625,26.75,6.75,0,0,0,0
"312","Hi000","Hi000_39",2,18.25,26.75,0.677678571428571,36.5,9.75,0,0,0,0
"313","Hi000","Hi000_39",3,19.75,36.5,0.54131453434859,46.75,10.25,0,0,0,0
"314","Hi000","Hi000_39",4,23.25,46.75,0.486465997770346,58.5,11.75,0,0,0,0
"315","Hi000","Hi000_39",5,28.5,58.5,0.486708850421752,73,14.5,0,0,0,0
"316","Hi000","Hi000_39",6,33,73,0.453329974711554,90,17,0,0,0,0
"317","Hi000","Hi000_39",7,43.5,90,0.484213339591156,112.5,22.5,0,0,0,0
"318","Hi000","Hi000_39",8,41.75,112.5,0.375281480814268,133.75,21.25,0,0,0,0
"319","Hi000","Hi000_39",9,42.75,133.75,0.320018835221061,156,22.25,0,0,0,0
"320","Hi000","Hi000_39",10,40,156,0.255566211876688,176,20,0,0,0,0
"321","Hi000","Hi000_4",1,14,20,0.7,27,7,0,0,0,1
"322","Hi000","Hi000_4",2,18.75,27,0.690605342932929,37.25,10.25,0,0,0,1
"323","Hi000","Hi000_4",3,22.75,37.25,0.609666427546628,49.5,12.25,0,0,0,1
"324","Hi000","Hi000_4",4,28.5,49.5,0.576033172779105,64,14.5,0,0,0,1
"325","Hi000","Hi000_4",5,35,64,0.549023177617147,82,18,0,0,0,1
"326","Hi000","Hi000_4",6,45,82,0.549697899316768,105,23,0,0,0,1
"327","Hi000","Hi000_4",7,40,105,0.377609250587687,125,20,0,0,0,1
"328","Hi000","Hi000_4",8,42.5,125,0.340596348741599,146.5,21.5,0,0,0,1
"329","Hi000","Hi000_4",9,57,146.5,0.389132882087687,175.5,29,0,0,0,1
"330","Hi000","Hi000_4",10,53.75,175.5,0.308033640205578,202.75,27.25,0,0,0,1
"331","Hi000","Hi000_40",1,13.75,20,0.6875,27.25,7.25,0,0,0,1
"332","Hi000","Hi000_40",2,17.25,27.25,0.643300248138958,36,8.75,0,0,0,1
"333","Hi000","Hi000_40",3,24.5,36,0.696401515151515,48.5,12.5,0,0,0,1
"334","Hi000","Hi000_40",4,27,48.5,0.545831928996742,62.5,14,0,0,0,1
"335","Hi000","Hi000_40",5,29.75,62.5,0.478501994017946,77.75,15.25,0,0,0,1
"336","Hi000","Hi000_40",6,34.75,77.75,0.441127759938959,96,18.25,0,0,0,1
"337","Hi000","Hi000_40",7,40,96,0.411736750692912,116,20,0,0,0,1
"338","Hi000","Hi000_40",8,48.25,116,0.415281766647632,140.75,24.75,0,0,0,1
"339","Hi000","Hi000_40",9,46.75,140.75,0.331627661032331,165,24.25,0,0,0,1
"340","Hi000","Hi000_40",10,51.5,165,0.313854320231429,191.5,26.5,0,0,0,1
"341","Hi000","Hi000_41",1,12.5,20,0.625,26.5,6.5,0,0,0,0
"342","Hi000","Hi000_41",2,14.5,26.5,0.548009382061106,34,7.5,0,0,0,0
"343","Hi000","Hi000_41",3,18.75,34,0.551798844537815,44.25,10.25,0,0,0,0
"344","Hi000","Hi000_41",4,25.75,44.25,0.582636778115502,57.5,13.25,0,0,0,0
"345","Hi000","Hi000_41",5,26,57.5,0.454257207011444,70.5,13,0,0,0,0
"346","Hi000","Hi000_41",6,27.25,70.5,0.382962733666959,84.25,13.75,0,0,0,0
"347","Hi000","Hi000_41",7,44,84.25,0.522376902568256,106.25,22,0,0,0,0
"348","Hi000","Hi000_41",8,42.5,106.25,0.40083645517333,127.75,21.5,0,0,0,0
"349","Hi000","Hi000_41",9,46.5,127.75,0.366392784633088,151.25,23.5,0,0,0,0
"350","Hi000","Hi000_41",10,38.25,151.25,0.25241643428307,171,19.75,0,0,0,0
"351","Hi000","Hi000_42",1,13.75,20,0.6875,27.25,7.25,0,0,0,0
"352","Hi000","Hi000_42",2,17.5,27.25,0.647163461538462,36.75,9.5,0,0,0,0
"353","Hi000","Hi000_42",3,20.25,36.75,0.548144348030019,47.5,10.75,0,0,0,0
"354","Hi000","Hi000_42",4,26.75,47.5,0.564576247165533,61.75,14.25,0,0,0,0
"355","Hi000","Hi000_42",5,28.75,61.75,0.468029856700114,77,15.25,0,0,0,0
"356","Hi000","Hi000_42",6,39.25,77,0.507879125923693,96.75,19.75,0,0,0,0
"357","Hi000","Hi000_42",7,45.25,96.75,0.470425846505217,119.5,22.75,0,0,0,0
"358","Hi000","Hi000_42",8,46.25,119.5,0.38535044306645,143.25,23.75,0,0,0,0
"359","Hi000","Hi000_42",9,51.75,143.25,0.359851817264816,169.5,26.25,0,0,0,0
"360","Hi000","Hi000_42",10,55,169.5,0.324842095230564,197.5,28,0,0,0,0
"361","Hi000","Hi000_43",1,14,20,0.7,27,7,0,0,0,0
"362","Hi000","Hi000_43",2,15,27,0.56353649068323,35,8,0,0,0,0
"363","Hi000","Hi000_43",3,18.5,35,0.526393983671718,44.5,9.5,0,0,0,0
"364","Hi000","Hi000_43",4,24.25,44.5,0.54309562196355,57.25,12.75,0,0,0,0
"365","Hi000","Hi000_43",5,25,57.25,0.440364717449319,70.25,13,0,0,0,0
"366","Hi000","Hi000_43",6,36.5,70.25,0.52494264120386,88.75,18.5,0,0,0,0
"367","Hi000","Hi000_43",7,37.25,88.75,0.412682127041451,107.5,18.75,0,0,0,0
"368","Hi000","Hi000_43",8,45,107.5,0.41597510958954,130.5,23,0,0,0,0
"369","Hi000","Hi000_43",9,53,130.5,0.406580276092471,157.5,27,0,0,0,0
"370","Hi000","Hi000_43",10,44.75,157.5,0.283628799521357,180.75,23.25,0,0,0,0
"371","Hi000","Hi000_44",1,15.5,20,0.775,28.5,8.5,0,0,0,1
"372","Hi000","Hi000_44",2,20,28.5,0.707806820414579,38.5,10,0,0,0,1
"373","Hi000","Hi000_44",3,21.75,38.5,0.57312675070028,49.75,11.25,0,0,0,1
"374","Hi000","Hi000_44",4,30.5,49.75,0.61164448745826,65.25,15.5,0,0,0,1
"375","Hi000","Hi000_44",5,31.75,65.25,0.489117652004305,81.5,16.25,0,0,0,1
"376","Hi000","Hi000_44",6,36,81.5,0.446871878121878,99.5,18,0,0,0,1
"377","Hi000","Hi000_44",7,45.25,99.5,0.454706436744371,122.25,22.75,0,0,0,1
"378","Hi000","Hi000_44",8,46,122.25,0.373153289016843,145.25,23,0,0,0,1
"379","Hi000","Hi000_44",9,49.25,145.25,0.340103234043396,170,24.75,0,0,0,1
"380","Hi000","Hi000_44",10,49.5,170,0.292113193582889,195.5,25.5,0,0,0,1
"381","Hi000","Hi000_45",1,14.5,20,0.725,27.5,7.5,0,0,0,1
"382","Hi000","Hi000_45",2,21,27.5,0.764393358876117,38.5,11,0,0,0,1
"383","Hi000","Hi000_45",3,24.25,38.5,0.629700322792428,51.25,12.75,0,0,0,1
"384","Hi000","Hi000_45",4,27.5,51.25,0.532650103519669,65.75,14.5,0,0,0,1
"385","Hi000","Hi000_45",5,33.5,65.75,0.506908320393375,83.25,17.5,0,0,0,1
"386","Hi000","Hi000_45",6,35.75,83.25,0.430481605469649,101.5,18.25,0,0,0,1
"387","Hi000","Hi000_45",7,44.5,101.5,0.443351792075053,124,22.5,0,0,0,1
"388","Hi000","Hi000_45",8,48.25,124,0.388876240868935,148.75,24.75,0,0,0,1
"389","Hi000","Hi000_45",9,51.5,148.75,0.347903761029691,175.25,26.5,0,0,0,1
"390","Hi000","Hi000_45",10,41.5,175.25,0.235980818826563,196.75,21.5,0,0,0,1
"391","Hi000","Hi000_46",1,13.25,20,0.6625,26.75,6.75,0,0,0,0
"392","Hi000","Hi000_46",2,18,26.75,0.69144812674308,35.75,9,0,0,0,0
"393","Hi000","Hi000_46",3,21,35.75,0.579018767849857,46.75,11,0,0,0,0
"394","Hi000","Hi000_46",4,25.5,46.75,0.545126040703053,60.25,13.5,0,0,0,0
"395","Hi000","Hi000_46",5,28,60.25,0.465229816623005,74.25,14,0,0,0,0
"396","Hi000","Hi000_46",6,34.5,74.25,0.464370354076236,91.75,17.5,0,0,0,0
"397","Hi000","Hi000_46",7,39,91.75,0.432731630525519,111.75,20,0,0,0,0
"398","Hi000","Hi000_46",8,44.75,111.75,0.389481639527607,135,23.25,0,0,0,0
"399","Hi000","Hi000_46",9,39.75,135,0.295351851133377,155.25,20.25,0,0,0,0
"400","Hi000","Hi000_46",10,48.75,155.25,0.313290010838736,180.5,25.25,0,0,0,0
"401","Hi000","Hi000_47",1,11.75,20,0.5875,26.25,6.25,0,0,0,0
"402","Hi000","Hi000_47",2,15.75,26.25,0.609848484848485,34.5,8.25,0,0,0,0
"403","Hi000","Hi000_47",3,21.75,34.5,0.632482072137245,45.75,11.25,0,0,0,0
"404","Hi000","Hi000_47",4,24,45.75,0.518909764782219,57.75,12,0,0,0,0
"405","Hi000","Hi000_47",5,32.5,57.75,0.561349162245244,74.25,16.5,0,0,0,0
"406","Hi000","Hi000_47",6,35.75,74.25,0.485213064872841,92.5,18.25,0,0,0,0
"407","Hi000","Hi000_47",7,40.25,92.5,0.439320856144406,113.25,20.75,0,0,0,0
"408","Hi000","Hi000_47",8,38,113.25,0.336241020214127,132.25,19,0,0,0,0
"409","Hi000","Hi000_47",9,42.75,132.25,0.32533053396726,154.5,22.25,0,0,0,0
"410","Hi000","Hi000_47",10,54,154.5,0.348083803894927,181.5,27,0,0,0,0
"411","Hi000","Hi000_48",1,13,20,0.65,27,7,0,0,0,0
"412","Hi000","Hi000_48",2,16,27,0.587886351999255,35,8,0,0,0,0
"413","Hi000","Hi000_48",3,20.5,35,0.587580128205128,45.5,10.5,0,0,0,0
"414","Hi000","Hi000_48",4,26.75,45.5,0.586420722135008,59.75,14.25,0,0,0,0
"415","Hi000","Hi000_48",5,30,59.75,0.502139811553569,74.75,15,0,0,0,0
"416","Hi000","Hi000_48",6,41.25,74.75,0.553722806729136,95.5,20.75,0,0,0,0
"417","Hi000","Hi000_48",7,37,95.5,0.391687679214699,114.5,19,0,0,0,0
"418","Hi000","Hi000_48",8,48.75,114.5,0.429246704744167,139.75,25.25,0,0,0,0
"419","Hi000","Hi000_48",9,47.25,139.75,0.336674082319367,163.5,23.75,0,0,0,0
"420","Hi000","Hi000_48",10,51.75,163.5,0.315774847177309,189.75,26.25,0,0,0,0
"421","Hi000","Hi000_49",1,13.25,20,0.6625,26.75,6.75,0,0,0,0
"422","Hi000","Hi000_49",2,15.75,26.75,0.583970223325062,35,8.25,0,0,0,0
"423","Hi000","Hi000_49",3,22,35,0.630186001509531,46,11,0,0,0,0
"424","Hi000","Hi000_49",4,22.75,46,0.493356009070295,58.25,12.25,0,0,0,0
"425","Hi000","Hi000_49",5,25.25,58.25,0.428870909745644,71,12.75,0,0,0,0
"426","Hi000","Hi000_49",6,33.5,71,0.46372877298563,88.5,17.5,0,0,0,0
"427","Hi000","Hi000_49",7,40.75,88.5,0.457884650220671,109.75,21.25,0,0,0,0
"428","Hi000","Hi000_49",8,43.5,109.75,0.396723105907871,132.25,22.5,0,0,0,0
"429","Hi000","Hi000_49",9,40.75,132.25,0.30840438069279,153.5,21.25,0,0,0,0
"430","Hi000","Hi000_49",10,43,153.5,0.281676306252713,175.5,22,0,0,0,0
"431","Hi000","Hi000_5",1,16,20,0.8,28,8,0,0,0,0
"432","Hi000","Hi000_5",2,15.5,28,0.552103069344449,36.5,8.5,0,0,0,0
"433","Hi000","Hi000_5",3,18.75,36.5,0.520955679625034,46.75,10.25,0,0,0,0
"434","Hi000","Hi000_5",4,25.5,46.75,0.53527021616603,60.25,13.5,0,0,0,0
"435","Hi000","Hi000_5",5,28,60.25,0.461559139784946,74.25,14,0,0,0,0
"436","Hi000","Hi000_5",6,31.5,74.25,0.425158942833123,90.75,16.5,0,0,0,0
"437","Hi000","Hi000_5",7,38.75,90.75,0.425927919720623,111,20.25,0,0,0,0
"438","Hi000","Hi000_5",8,44.75,111,0.397448024771546,134.25,23.25,0,0,0,0
"439","Hi000","Hi000_5",9,46.75,134.25,0.34933074507512,158.5,24.25,0,0,0,0
"440","Hi000","Hi000_5",10,47.75,158.5,0.298910031692946,182.75,24.25,0,0,0,0
"441","Hi000","Hi000_50",1,15.25,20,0.7625,27.75,7.75,0,0,0,1
"442","Hi000","Hi000_50",2,19.5,27.75,0.700727513227513,38.25,10.5,0,0,0,1
"443","Hi000","Hi000_50",3,24.5,38.25,0.636380724538619,50.75,12.5,0,0,0,1
"444","Hi000","Hi000_50",4,24.75,50.75,0.489306780176345,64,13.25,0,0,0,1
"445","Hi000","Hi000_50",5,33.75,64,0.528332166199813,81.25,17.25,0,0,0,1
"446","Hi000","Hi000_50",6,42.25,81.25,0.521402285458739,103,21.75,0,0,0,1
"447","Hi000","Hi000_50",7,36.5,103,0.349661490953078,121.5,18.5,0,0,0,1
"448","Hi000","Hi000_50",8,45.25,121.5,0.372370287644969,144.25,22.75,0,0,0,1
"449","Hi000","Hi000_50",9,40.25,144.25,0.279328207744888,165,20.75,0,0,0,1
"450","Hi000","Hi000_50",10,58.25,165,0.353487311608166,194.75,29.75,0,0,0,1
"451","Hi000","Hi000_51",1,12,20,0.6,26,6,0,0,0,1
"452","Hi000","Hi000_51",2,18.5,26,0.692860300618921,35.5,9.5,0,0,0,1
"453","Hi000","Hi000_51",3,21,35.5,0.582508902951424,46.5,11,0,0,0,1
"454","Hi000","Hi000_51",4,28.25,46.5,0.603495825879547,61.25,14.75,0,0,0,1
"455","Hi000","Hi000_51",5,30,61.25,0.49014863847838,76.25,15,0,0,0,1
"456","Hi000","Hi000_51",6,31.75,76.25,0.415963825219527,92.5,16.25,0,0,0,1
"457","Hi000","Hi000_51",7,36,92.5,0.386704397057273,110.5,18,0,0,0,1
"458","Hi000","Hi000_51",8,50.5,110.5,0.454543882941941,136,25.5,0,0,0,1
"459","Hi000","Hi000_51",9,41.5,136,0.304248898676143,157.5,21.5,0,0,0,1
"460","Hi000","Hi000_51",10,49.25,157.5,0.312911584801688,182.25,24.75,0,0,0,1
"461","Hi000","Hi000_6",1,13.5,20,0.675,27.5,7.5,0,0,0,1
"462","Hi000","Hi000_6",2,19.25,27.5,0.688786502849003,37.25,9.75,0,0,0,1
"463","Hi000","Hi000_6",3,22.25,37.25,0.594260369995664,49,11.75,0,0,0,1
"464","Hi000","Hi000_6",4,25.5,49,0.536825289206716,62.5,13.5,0,0,0,1
"465","Hi000","Hi000_6",5,24.75,62.5,0.392382629107981,75.75,13.25,0,0,0,1
"466","Hi000","Hi000_6",6,41,75.75,0.53831186514541,96.75,21,0,0,0,1
"467","Hi000","Hi000_6",7,34.5,96.75,0.356725209646405,114.25,17.5,0,0,0,1
"468","Hi000","Hi000_6",8,48.75,114.25,0.426506120757358,139.5,25.25,0,0,0,1
"469","Hi000","Hi000_6",9,40.75,139.5,0.293016483411364,160.75,21.25,0,0,0,1
"470","Hi000","Hi000_6",10,53.5,160.75,0.333103176615474,188.25,27.5,0,0,0,1
"471","Hi000","Hi000_7",1,14.25,20,0.7125,27.75,7.75,0,0,0,0
"472","Hi000","Hi000_7",2,16.75,27.75,0.60169102104586,37,9.25,0,0,0,0
"473","Hi000","Hi000_7",3,24.25,37,0.649698340874811,49.75,12.75,0,0,0,0
"474","Hi000","Hi000_7",4,26.25,49.75,0.529246889761707,63.5,13.75,0,0,0,0
"475","Hi000","Hi000_7",5,26.75,63.5,0.428058240682285,77.75,14.25,0,0,0,0
"476","Hi000","Hi000_7",6,38.75,77.75,0.500433412742994,98,20.25,0,0,0,0
"477","Hi000","Hi000_7",7,42.25,98,0.428474499291032,119.75,21.75,0,0,0,0
"478","Hi000","Hi000_7",8,47.25,119.75,0.395321588097304,143.5,23.75,0,0,0,0
"479","Hi000","Hi000_7",9,36.5,143.5,0.255108605122501,162,18.5,0,0,0,0
"480","Hi000","Hi000_7",10,49.25,162,0.302422828047848,186.75,24.75,0,0,0,0
"481","Hi000","Hi000_8",1,11.5,20,0.575,26.5,6.5,0,0,0,0
"482","Hi000","Hi000_8",2,17.25,26.5,0.655295566502463,35.25,8.75,0,0,0,0
"483","Hi000","Hi000_8",3,22,35.25,0.611437670998632,46.25,11,0,0,0,0
"484","Hi000","Hi000_8",4,26.25,46.25,0.566663535569266,60,13.75,0,0,0,0
"485","Hi000","Hi000_8",5,29,60,0.47960927960928,75,15,0,0,0,0
"486","Hi000","Hi000_8",6,34.75,75,0.464461722488038,93.25,18.25,0,0,0,0
"487","Hi000","Hi000_8",7,42,93.25,0.452782242208355,114.25,21,0,0,0,0
"488","Hi000","Hi000_8",8,45.75,114.25,0.400280026990553,137.5,23.25,0,0,0,0
"489","Hi000","Hi000_8",9,50.25,137.5,0.364492690149069,163.25,25.75,0,0,0,0
"490","Hi000","Hi000_8",10,45.75,163.25,0.279656734203433,186.5,23.25,0,0,0,0
"491","Hi000","Hi000_9",1,15,20,0.75,28,8,0,0,0,0
"492","Hi000","Hi000_9",2,19.75,28,0.707291666666667,38.25,10.25,0,0,0,0
"493","Hi000","Hi000_9",3,25.75,38.25,0.669557845311073,51.5,13.25,0,0,0,0
"494","Hi000","Hi000_9",4,24.75,51.5,0.479435761265345,64.75,13.25,0,0,0,0
"495","Hi000","Hi000_9",5,33.5,64.75,0.509752415458937,82.25,17.5,0,0,0,0
"496","Hi000","Hi000_9",6,41,82.25,0.499837948284366,103.25,21,0,0,0,0
"497","Hi000","Hi000_9",7,31.5,103.25,0.304882999409525,119.75,16.5,0,0,0,0
"498","Hi000","Hi000_9",8,52.75,119.75,0.440015098383012,147,27.25,0,0,0,0
"499","Hi000","Hi000_9",9,49.25,147,0.335645495672719,171.75,24.75,0,0,0,0
"500","Hi000","Hi000_9",10,52.75,171.75,0.306657252371262,199,27.25,0,0,0,0
"501","Hi033","Hi033_10",1,11,20,0.55,26,6,0,0,0,1
"502","Hi033","Hi033_10",2,14,26,0.535594035594036,33,7,0,0,0,1
"503","Hi033","Hi033_10",3,22,33,0.665479889744596,44,11,0,0,1,1
"504","Hi033","Hi033_10",4,23,44,0.526232941559513,56,12,0,0,0,1
"505","Hi033","Hi033_10",5,31.5,56,0.55925985778927,72.5,16.5,0,0,0,1
"506","Hi033","Hi033_10",6,41,72.5,0.56794688044688,93.5,21,0,0,0,1
"507","Hi033","Hi033_10",7,44.25,93.5,0.468592877568168,58.5,-35,0,1,1,1
"508","Hi033","Hi033_10",8,22,58.5,0.377122661820938,35,-23.5,0,1,1,1
"509","Hi033","Hi033_10",9,10.5,35,0.298744019138756,40.5,5.5,0,0,0,1
"510","Hi033","Hi033_10",10,10.75,40.5,0.266820454320454,46.75,6.25,0,0,0,1
"511","Hi033","Hi033_11",1,13.75,20,0.6875,27.25,7.25,0,0,0,1
"512","Hi033","Hi033_11",2,17.75,27.25,0.648068326947637,36.5,9.25,0,0,0,1
"513","Hi033","Hi033_11",3,24,36.5,0.646157094594595,48.5,12,0,0,0,1
"514","Hi033","Hi033_11",4,27,48.5,0.552947633761587,62.5,14,0,0,0,1
"515","Hi033","Hi033_11",5,28.25,62.5,0.450307777801526,39,-23.5,0,1,1,1
"516","Hi033","Hi033_11",6,19.5,39,0.501484480431849,49.5,10.5,0,0,1,1
"517","Hi033","Hi033_11",7,23,49.5,0.465678418803419,61.5,12,0,0,0,1
"518","Hi033","Hi033_11",8,25,61.5,0.40579643898829,74.5,13,0,0,0,1
"519","Hi033","Hi033_11",9,28.5,74.5,0.380894487932159,89,14.5,0,0,0,1
"520","Hi033","Hi033_11",10,28,89,0.314457594056497,103,14,0,0,0,1
"521","Hi033","Hi033_12",1,12.25,20,0.6125,26.75,6.75,0,0,0,0
"522","Hi033","Hi033_12",2,19.5,26.75,0.728841991341991,37.25,10.5,0,0,0,0
"523","Hi033","Hi033_12",3,19,37.25,0.515720390720391,47.25,10,0,0,0,0
"524","Hi033","Hi033_12",4,20.5,47.25,0.431488322997757,57.75,10.5,0,0,0,0
"525","Hi033","Hi033_12",5,31.5,57.75,0.548045704295704,74.25,16.5,0,0,0,0
"526","Hi033","Hi033_12",6,41.75,74.25,0.561275067453264,95.5,21.25,0,0,0,0
"527","Hi033","Hi033_12",7,39.5,95.5,0.413600399038337,116,20.5,0,0,0,0
"528","Hi033","Hi033_12",8,41.5,116,0.361436386648297,137.5,21.5,0,0,0,0
"529","Hi033","Hi033_12",9,46.5,137.5,0.335209369579268,161,23.5,0,0,0,0
"530","Hi033","Hi033_12",10,52,161,0.321883746213111,187,26,0,0,0,0
"531","Hi033","Hi033_13",1,13.5,20,0.675,27.5,7.5,0,0,0,0
"532","Hi033","Hi033_13",2,17.75,27.5,0.645888594164456,36.75,9.25,0,0,0,0
"533","Hi033","Hi033_13",3,19.25,36.75,0.531936458794044,46.5,9.75,0,0,0,0
"534","Hi033","Hi033_13",4,21.75,46.5,0.471517178912731,57.75,11.25,0,0,0,0
"535","Hi033","Hi033_13",5,30.25,57.75,0.523836573652691,73.5,15.75,0,0,1,0
"536","Hi033","Hi033_13",6,39.5,73.5,0.540423054979108,94,20.5,0,0,0,0
"537","Hi033","Hi033_13",7,41,94,0.437876195375562,115,21,0,0,0,0
"538","Hi033","Hi033_13",8,42.25,115,0.368144511920828,68.5,-46.5,0,1,1,0
"539","Hi033","Hi033_13",9,24,68.5,0.348002933057281,40.5,-28,0,1,1,0
"540","Hi033","Hi033_13",10,10.75,40.5,0.268638386168874,46.75,6.25,0,0,0,0
"541","Hi033","Hi033_14",1,16,20,0.8,28,8,0,0,0,0
"542","Hi033","Hi033_14",2,18,28,0.64030354352935,37,9,0,0,0,0
"543","Hi033","Hi033_14",3,23.75,37,0.651387255439183,49.25,12.25,0,0,1,0
"544","Hi033","Hi033_14",4,25,49.25,0.511335784313726,62.25,13,0,0,1,0
"545","Hi033","Hi033_14",5,33.75,62.25,0.54177378244056,79.5,17.25,0,0,1,0
"546","Hi033","Hi033_14",6,38,79.5,0.477678207354829,98.5,19,0,0,0,0
"547","Hi033","Hi033_14",7,37.75,98.5,0.382841710495708,117.75,19.25,0,0,0,0
"548","Hi033","Hi033_14",8,48,117.75,0.402344912194703,141.75,24,0,0,0,0
"549","Hi033","Hi033_14",9,49,141.75,0.342540531513262,166.75,25,0,0,0,0
"550","Hi033","Hi033_14",10,48,166.75,0.289350863712684,95.5,-71.25,0,1,1,0
"551","Hi033","Hi033_15",1,13.25,20,0.6625,26.75,6.75,0,0,0,0
"552","Hi033","Hi033_15",2,18.25,26.75,0.682962962962963,36.5,9.75,0,0,0,0
"553","Hi033","Hi033_15",3,23,36.5,0.624203217872515,48.5,12,0,0,0,0
"554","Hi033","Hi033_15",4,30,48.5,0.615138850511191,63.5,15,0,0,0,0
"555","Hi033","Hi033_15",5,33.5,63.5,0.5246590880993,81,17.5,0,0,1,0
"556","Hi033","Hi033_15",6,39,81,0.479338576118061,101,20,0,0,0,0
"557","Hi033","Hi033_15",7,54.75,101,0.542756831983806,129.25,28.25,0,0,1,0
"558","Hi033","Hi033_15",8,52.25,129.25,0.405997811656904,78.25,-51,0,1,1,0
"559","Hi033","Hi033_15",9,24.25,78.25,0.313142613760723,45.75,-32.5,0,1,1,0
"560","Hi033","Hi033_15",10,14,45.75,0.30217803030303,26.5,-19.25,0,1,1,0
"561","Hi033","Hi033_16",1,11.5,20,0.575,26.5,6.5,0,0,0,0
"562","Hi033","Hi033_16",2,17,26.5,0.65192403798101,35.5,9,0,0,0,0
"563","Hi033","Hi033_16",3,24,35.5,0.664180672268908,47.5,12,0,0,0,0
"564","Hi033","Hi033_16",4,25.75,47.5,0.54751996074758,60.75,13.25,0,0,0,0
"565","Hi033","Hi033_16",5,31.75,60.75,0.518425456585668,77,16.25,0,0,0,0
"566","Hi033","Hi033_16",6,39,77,0.506618404118404,97,20,0,0,1,0
"567","Hi033","Hi033_16",7,39.5,97,0.410533773626753,117.5,20.5,0,0,0,0
"568","Hi033","Hi033_16",8,40,117.5,0.336205114394697,69,-48.5,0,1,1,0
"569","Hi033","Hi033_16",9,22,69,0.322084993584116,80,11,0,0,0,0
"570","Hi033","Hi033_16",10,26.25,80,0.3287368768019,93.75,13.75,0,0,0,0
"571","Hi033","Hi033_17",1,14.25,20,0.7125,27.75,7.75,0,0,0,0
"572","Hi033","Hi033_17",2,15.5,27.75,0.557427491451407,36.25,8.5,0,0,0,0
"573","Hi033","Hi033_17",3,23.25,36.25,0.654661683713611,48,11.75,0,0,0,0
"574","Hi033","Hi033_17",4,29.75,48,0.618886601203674,63.25,15.25,0,0,0,0
"575","Hi033","Hi033_17",5,33.75,63.25,0.530959725844361,80.5,17.25,0,0,0,0
"576","Hi033","Hi033_17",6,38,80.5,0.475630607311918,50,-30.5,0,1,1,0
"577","Hi033","Hi033_17",7,20.25,50,0.412436578058396,60.75,10.75,0,0,0,0
"578","Hi033","Hi033_17",8,23,60.75,0.378843442741469,72.75,12,0,0,0,0
"579","Hi033","Hi033_17",9,27.5,72.75,0.379332559691065,87.25,14.5,0,0,0,0
"580","Hi033","Hi033_17",10,24.75,87.25,0.283693137784458,50.5,-36.75,0,1,1,0
"581","Hi033","Hi033_18",1,13.5,20,0.675,27.5,7.5,0,0,0,0
"582","Hi033","Hi033_18",2,16,27.5,0.580975834973332,35.5,8,0,0,0,0
"583","Hi033","Hi033_18",3,24.75,35.5,0.699139791051556,48.75,13.25,0,0,0,0
"584","Hi033","Hi033_18",4,22,48.75,0.451411373214102,59.75,11,0,0,0,0
"585","Hi033","Hi033_18",5,36.25,59.75,0.608646897293887,78.5,18.75,0,0,0,0
"586","Hi033","Hi033_18",6,37.25,78.5,0.471446810182275,97.25,18.75,0,0,0,0
"587","Hi033","Hi033_18",7,30,97.25,0.308926831131388,112.25,15,0,0,0,0
"588","Hi033","Hi033_18",8,45.25,112.25,0.399575043692691,67.75,-44.5,0,1,1,0
"589","Hi033","Hi033_18",9,25.25,67.75,0.371703446614964,80.5,12.75,0,0,0,0
"590","Hi033","Hi033_18",10,25,80.5,0.311094564408042,47.25,-33.25,0,1,1,0
"591","Hi033","Hi033_19",1,11,20,0.55,26,6,0,0,0,0
"592","Hi033","Hi033_19",2,14.5,26,0.555839947089947,33.5,7.5,0,0,0,0
"593","Hi033","Hi033_19",3,21.5,33.5,0.647827630586251,45,11.5,0,0,0,0
"594","Hi033","Hi033_19",4,26.25,45,0.578787878787879,58.75,13.75,0,0,0,0
