"","treatment","groupID","round","contribution","endowment","share","stock","gain","bot_active","disaster","EWE","noComprehension"
"595","Hi033","Hi033_19",5,33.5,58.75,0.570943854995579,76.25,17.5,0,0,0,0
"596","Hi033","Hi033_19",6,41,76.25,0.539067294775057,97.25,21,0,0,0,0
"597","Hi033","Hi033_19",7,43.25,97.25,0.443521008052205,59.75,-37.5,0,1,1,0
"598","Hi033","Hi033_19",8,23.75,59.75,0.394647286020107,72,12.25,0,0,0,0
"599","Hi033","Hi033_19",9,24,72,0.334059417232138,84,12,0,0,0,0
"600","Hi033","Hi033_19",10,26.5,84,0.319043271563813,97.5,13.5,0,0,0,0
"601","Hi033","Hi033_2",1,15.25,20,0.7625,27.75,7.75,0,0,0,1
"602","Hi033","Hi033_2",2,17.5,27.75,0.638452380952381,37.25,9.5,0,0,0,1
"603","Hi033","Hi033_2",3,21,37.25,0.560344272844273,48.25,11,0,0,1,1
"604","Hi033","Hi033_2",4,24.25,48.25,0.502819312009298,61,12.75,0,0,0,1
"605","Hi033","Hi033_2",5,32,61,0.525196945937873,77,16,0,0,0,1
"606","Hi033","Hi033_2",6,36.5,77,0.477581164711446,48,-29,0,1,1,1
"607","Hi033","Hi033_2",7,19.25,48,0.405577825744338,57.75,9.75,0,0,0,1
"608","Hi033","Hi033_2",8,23.75,57.75,0.412030907701141,70,12.25,0,0,0,1
"609","Hi033","Hi033_2",9,22,70,0.312886629814731,81,11,0,0,0,1
"610","Hi033","Hi033_2",10,22.5,81,0.280328038388351,46.5,-34.5,0,1,1,1
"611","Hi033","Hi033_20",1,12.25,20,0.6125,26.75,6.75,0,0,0,0
"612","Hi033","Hi033_20",2,16,26.75,0.596600529100529,34.75,8,0,0,0,0
"613","Hi033","Hi033_20",3,23.25,34.75,0.659575912593154,46.5,11.75,0,0,1,0
"614","Hi033","Hi033_20",4,26.5,46.5,0.574332959399405,60,13.5,0,0,0,0
"615","Hi033","Hi033_20",5,30.75,60,0.501877493028346,76.25,16.25,0,0,0,0
"616","Hi033","Hi033_20",6,37.75,76.25,0.491919077757685,95.5,19.25,0,0,0,0
"617","Hi033","Hi033_20",7,35.5,95.5,0.371675631256537,114,18.5,0,0,0,0
"618","Hi033","Hi033_20",8,49.25,114,0.431861023356814,138.75,24.75,0,0,0,0
"619","Hi033","Hi033_20",9,41,138.75,0.294266472963656,159.75,21,0,0,0,0
"620","Hi033","Hi033_20",10,48.25,159.75,0.301319607972304,184.5,24.75,0,0,0,0
"621","Hi033","Hi033_21",1,12.5,20,0.625,26.5,6.5,0,0,0,1
"622","Hi033","Hi033_21",2,19.25,26.5,0.716941742803812,36.25,9.75,0,0,0,1
"623","Hi033","Hi033_21",3,21.5,36.25,0.583761232349166,47.75,11.5,0,0,0,1
"624","Hi033","Hi033_21",4,27,47.75,0.566999798815732,61.75,14,0,0,0,1
"625","Hi033","Hi033_21",5,34,61.75,0.555828268661368,78.75,17,0,0,0,1
"626","Hi033","Hi033_21",6,31.25,78.75,0.402555459934978,94.5,15.75,0,0,0,1
"627","Hi033","Hi033_21",7,46,94.5,0.487844056494649,117.5,23,0,0,0,1
"628","Hi033","Hi033_21",8,41.5,117.5,0.349550695882218,69.75,-47.75,0,1,1,1
"629","Hi033","Hi033_21",9,29.25,69.75,0.419801333038739,84.5,14.75,0,0,0,1
"630","Hi033","Hi033_21",10,23,84.5,0.274058610786087,96.5,12,0,0,0,1
"631","Hi033","Hi033_22",1,14.25,20,0.7125,27.75,7.75,0,0,0,0
"632","Hi033","Hi033_22",2,16.25,27.75,0.583172502527341,36.5,8.75,0,0,0,0
"633","Hi033","Hi033_22",3,28.5,36.5,0.779921394395079,51,14.5,0,0,0,0
"634","Hi033","Hi033_22",4,32.5,51,0.637318705259882,67.5,16.5,0,0,1,0
"635","Hi033","Hi033_22",5,35.25,67.5,0.517955952657445,85.25,17.75,0,0,1,0
"636","Hi033","Hi033_22",6,36.25,85.25,0.425648848549756,104,18.75,0,0,0,0
"637","Hi033","Hi033_22",7,45.75,104,0.436570324699451,127.25,23.25,0,0,0,0
"638","Hi033","Hi033_22",8,50,127.25,0.39309389210964,152.25,25,0,0,0,0
"639","Hi033","Hi033_22",9,51.75,152.25,0.337316208401488,178.5,26.25,0,0,0,0
"640","Hi033","Hi033_22",10,60.5,178.5,0.338749186013054,209,30.5,0,0,0,0
"641","Hi033","Hi033_23",1,13,20,0.65,27,7,0,0,0,0
"642","Hi033","Hi033_23",2,18.5,27,0.686327982961924,36.5,9.5,0,0,0,0
"643","Hi033","Hi033_23",3,22.75,36.5,0.608028502340896,48.75,12.25,0,0,0,0
"644","Hi033","Hi033_23",4,27.75,48.75,0.562168263531828,63,14.25,0,0,0,0
"645","Hi033","Hi033_23",5,34,63,0.540166362706002,80,17,0,0,1,0
"646","Hi033","Hi033_23",6,37.25,80,0.464865220257953,98.75,18.75,0,0,0,0
"647","Hi033","Hi033_23",7,43.5,98.75,0.43671315014071,121.25,22.5,0,0,0,0
"648","Hi033","Hi033_23",8,43.25,121.25,0.355137443859928,143,21.75,0,0,0,0
"649","Hi033","Hi033_23",9,47,143,0.326282338351304,167,24,0,0,0,0
"650","Hi033","Hi033_23",10,52.75,167,0.31718277837569,194.25,27.25,0,0,0,0
"651","Hi033","Hi033_24",1,12.25,20,0.6125,26.75,6.75,0,0,0,1
"652","Hi033","Hi033_24",2,14,26.75,0.529642857142857,33.75,7,0,0,0,1
"653","Hi033","Hi033_24",3,19,33.75,0.557548677709968,43.75,10,0,0,0,1
"654","Hi033","Hi033_24",4,24.5,43.75,0.569308408982322,56.25,12.5,0,0,0,1
"655","Hi033","Hi033_24",5,33.75,56.25,0.592746806558563,73.5,17.25,0,0,1,1
"656","Hi033","Hi033_24",6,31.25,73.5,0.427269716429876,89.25,15.75,0,0,0,1
"657","Hi033","Hi033_24",7,35.5,89.25,0.40422518097128,54.25,-35,0,1,1,1
"658","Hi033","Hi033_24",8,17,54.25,0.310193936779355,32,-22.25,0,1,1,1
"659","Hi033","Hi033_24",9,11.25,32,0.349527169738863,37.75,5.75,0,0,0,1
"660","Hi033","Hi033_24",10,10.25,37.75,0.270886752136752,43.5,5.75,0,0,0,1
"661","Hi033","Hi033_25",1,9.75,20,0.4875,25.25,5.25,0,0,0,1
"662","Hi033","Hi033_25",2,17,25.25,0.67525641025641,34.25,9,0,0,0,1
"663","Hi033","Hi033_25",3,17.5,34.25,0.508547445471788,43.75,9.5,0,0,0,1
"664","Hi033","Hi033_25",4,27,43.75,0.61828765227021,57.75,14,0,0,0,1
"665","Hi033","Hi033_25",5,32.25,57.75,0.562037037037037,74.5,16.75,0,0,0,1
"666","Hi033","Hi033_25",6,34,74.5,0.461561336863513,45.75,-28.75,0,1,1,1
"667","Hi033","Hi033_25",7,17,45.75,0.373470859787453,54.75,9,0,0,0,1
"668","Hi033","Hi033_25",8,22,54.75,0.406553437601825,33.25,-21.5,0,1,1,1
"669","Hi033","Hi033_25",9,8,33.25,0.242058260959471,37.25,4,0,0,0,1
"670","Hi033","Hi033_25",10,11.25,37.25,0.301864496631938,43,5.75,0,0,0,1
"671","Hi033","Hi033_26",1,13.25,20,0.6625,26.75,6.75,0,0,0,0
"672","Hi033","Hi033_26",2,13.25,26.75,0.499221818646784,33.5,6.75,0,0,0,0
"673","Hi033","Hi033_26",3,19,33.5,0.563220841162018,43.5,10,0,0,0,0
"674","Hi033","Hi033_26",4,29,43.5,0.666035353535354,58.5,15,0,0,1,0
"675","Hi033","Hi033_26",5,25.25,58.5,0.433025451559934,71.25,12.75,0,0,0,0
"676","Hi033","Hi033_26",6,26,71.25,0.36239099136158,42.25,-29,0,1,1,0
"677","Hi033","Hi033_26",7,18.75,42.25,0.443630556435434,52.5,10.25,0,0,0,0
"678","Hi033","Hi033_26",8,20.75,52.5,0.394483337602095,32.25,-20.25,0,1,1,0
"679","Hi033","Hi033_26",9,11.25,32.25,0.346170343137255,38,5.75,0,0,0,0
"680","Hi033","Hi033_26",10,12.25,38,0.320983483483483,44.75,6.75,0,0,0,0
"681","Hi033","Hi033_27",1,11,20,0.55,26,6,0,0,0,0
"682","Hi033","Hi033_27",2,16.25,26,0.632447665056361,34.75,8.75,0,0,0,0
"683","Hi033","Hi033_27",3,20.75,34.75,0.604959457419508,46,11.25,0,0,1,0
"684","Hi033","Hi033_27",4,26.75,46,0.591487969394946,60.25,14.25,0,0,0,0
"685","Hi033","Hi033_27",5,26.25,60.25,0.440090226895967,74,13.75,0,0,0,0
"686","Hi033","Hi033_27",6,35,74,0.466825227241894,92,18,0,0,0,0
"687","Hi033","Hi033_27",7,46.75,92,0.511024075682908,116.25,24.25,0,0,0,0
"688","Hi033","Hi033_27",8,43,116.25,0.374749161804049,138.25,22,0,0,0,0
"689","Hi033","Hi033_27",9,51.5,138.25,0.373043085946312,164.75,26.5,0,0,0,0
"690","Hi033","Hi033_27",10,60.25,164.75,0.36938197465507,98,-66.75,0,1,1,0
"691","Hi033","Hi033_28",1,14.25,20,0.7125,27.75,7.75,0,0,0,1
"692","Hi033","Hi033_28",2,22,27.75,0.795170480654352,38.75,11,0,0,0,1
"693","Hi033","Hi033_28",3,22.5,38.75,0.582316405968524,50.25,11.5,0,0,0,1
"694","Hi033","Hi033_28",4,27.5,50.25,0.538636363636364,64.75,14.5,0,0,0,1
"695","Hi033","Hi033_28",5,34.25,64.75,0.519221949343117,82.5,17.75,0,0,1,1
"696","Hi033","Hi033_28",6,42,82.5,0.511977143313288,103.5,21,0,0,0,1
"697","Hi033","Hi033_28",7,43,103.5,0.416783117875025,125.5,22,0,0,0,1
"698","Hi033","Hi033_28",8,52.25,125.5,0.409063022485672,152.25,26.75,0,0,0,1
"699","Hi033","Hi033_28",9,59,152.25,0.38595363222015,182.25,30,0,0,0,1
"700","Hi033","Hi033_28",10,58,182.25,0.318377902913247,211.25,29,0,0,0,1
"701","Hi033","Hi033_29",1,14.25,20,0.7125,27.75,7.75,0,0,0,1
"702","Hi033","Hi033_29",2,16.75,27.75,0.608196349853747,37,9.25,0,0,0,1
"703","Hi033","Hi033_29",3,21.5,37,0.576807479748656,48.5,11.5,0,0,1,1
"704","Hi033","Hi033_29",4,27.25,48.5,0.55099025974026,62.25,13.75,0,0,0,1
"705","Hi033","Hi033_29",5,32.25,62.25,0.520038555194805,79,16.75,0,0,1,1
"706","Hi033","Hi033_29",6,39.5,79,0.495880898021309,99.5,20.5,0,0,1,1
"707","Hi033","Hi033_29",7,35.75,99.5,0.355009461473177,117.75,18.25,0,0,0,1
"708","Hi033","Hi033_29",8,40.75,117.75,0.346804868111686,139,21.25,0,0,0,1
"709","Hi033","Hi033_29",9,50.75,139,0.366301208830611,165.25,26.25,0,0,0,1
"710","Hi033","Hi033_29",10,54.25,165.25,0.330641114969358,193,27.75,0,0,0,1
"711","Hi033","Hi033_3",1,13.75,20,0.6875,27.25,7.25,0,0,0,0
"712","Hi033","Hi033_3",2,17,27.25,0.626532887402453,36.25,9,0,0,0,0
"713","Hi033","Hi033_3",3,24.25,36.25,0.67128003575372,49,12.75,0,0,0,0
"714","Hi033","Hi033_3",4,26,49,0.531247467639093,62,13,0,0,0,0
"715","Hi033","Hi033_3",5,32,62,0.520878427128427,78,16,0,0,0,0
"716","Hi033","Hi033_3",6,32,78,0.408886453973519,47.25,-30.75,0,1,1,0
"717","Hi033","Hi033_3",7,20.75,47.25,0.438599732829613,29.5,-17.75,0,1,1,0
"718","Hi033","Hi033_3",8,10.75,29.5,0.360513739545998,18,-11.5,0,1,1,0
"719","Hi033","Hi033_3",9,5.25,18,0.297116873065015,20.75,2.75,0,0,0,0
"720","Hi033","Hi033_3",10,5.25,20.75,0.248760488176964,12,-8.75,0,1,1,0
"721","Hi033","Hi033_30",1,14,20,0.7,27,7,0,0,0,1
"722","Hi033","Hi033_30",2,17.5,27,0.640128205128205,36.5,9.5,0,0,0,1
"723","Hi033","Hi033_30",3,22.75,36.5,0.617070091155457,48.75,12.25,0,0,1,1
"724","Hi033","Hi033_30",4,29.75,48.75,0.612206418953644,64,15.25,0,0,1,1
"725","Hi033","Hi033_30",5,32,64,0.502353233999706,80,16,0,0,0,1
"726","Hi033","Hi033_30",6,38.75,80,0.488997821753846,100.25,20.25,0,0,0,1
"727","Hi033","Hi033_30",7,37.5,100.25,0.375468152343975,119.75,19.5,0,0,0,1
"728","Hi033","Hi033_30",8,44.5,119.75,0.370694993412385,142.25,22.5,0,0,0,1
"729","Hi033","Hi033_30",9,51.25,142.25,0.364427313876453,84.25,-58,0,1,1,1
"730","Hi033","Hi033_30",10,23.75,84.25,0.281274057991174,96.5,12.25,0,0,0,1
"731","Hi033","Hi033_31",1,13.75,20,0.6875,27.25,7.25,0,0,0,0
"732","Hi033","Hi033_31",2,14,27.25,0.514615384615385,34.25,7,0,0,0,0
"733","Hi033","Hi033_31",3,25.5,34.25,0.747055210290504,47.75,13.5,0,0,0,0
"734","Hi033","Hi033_31",4,27,47.75,0.567828043834057,61.75,14,0,0,0,0
"735","Hi033","Hi033_31",5,38.5,61.75,0.618806440821221,81.25,19.5,0,0,0,0
"736","Hi033","Hi033_31",6,36.5,81.25,0.450800687472719,99.75,18.5,0,0,0,0
"737","Hi033","Hi033_31",7,43,99.75,0.427944921160195,121.75,22,0,0,0,0
"738","Hi033","Hi033_31",8,40.5,121.75,0.332487713169973,142.25,20.5,0,0,0,0
"739","Hi033","Hi033_31",9,46.5,142.25,0.326545634204085,165.75,23.5,0,0,0,0
"740","Hi033","Hi033_31",10,46.25,165.75,0.280179040972364,95.25,-70.5,0,1,1,0
"741","Hi033","Hi033_32",1,15.25,20,0.7625,27.75,7.75,0,0,0,1
"742","Hi033","Hi033_32",2,18.75,27.75,0.670634920634921,38,10.25,0,0,0,1
"743","Hi033","Hi033_32",3,21.75,38,0.573831727813076,49.25,11.25,0,0,0,1
"744","Hi033","Hi033_32",4,28.25,49.25,0.576593137254902,64,14.75,0,0,0,1
"745","Hi033","Hi033_32",5,36.75,64,0.577861427892611,83.25,19.25,0,0,0,1
"746","Hi033","Hi033_32",6,36.25,83.25,0.42713197618321,102,18.75,0,0,0,1
"747","Hi033","Hi033_32",7,40.75,102,0.395217872607222,123.25,21.25,0,0,0,1
"748","Hi033","Hi033_32",8,47.25,123.25,0.385541991594854,147,23.75,0,0,0,1
"749","Hi033","Hi033_32",9,47.25,147,0.314254294337173,170.75,23.75,0,0,0,1
"750","Hi033","Hi033_32",10,61.25,170.75,0.358637291437273,101,-69.75,0,1,1,1
"751","Hi033","Hi033_33",1,11.5,20,0.575,26.5,6.5,0,0,0,0
"752","Hi033","Hi033_33",2,17,26.5,0.645045265828624,35.5,9,0,0,0,0
"753","Hi033","Hi033_33",3,21.25,35.5,0.596077428448021,46.25,10.75,0,0,0,0
"754","Hi033","Hi033_33",4,22.25,46.25,0.482170893719807,58,11.75,0,0,0,0
"755","Hi033","Hi033_33",5,31.5,58,0.546817140054845,74.5,16.5,0,0,0,0
"756","Hi033","Hi033_33",6,37.75,74.5,0.514920521948566,93.75,19.25,0,0,0,0
"757","Hi033","Hi033_33",7,42.5,93.75,0.45494044055976,57.75,-36,0,1,1,0
"758","Hi033","Hi033_33",8,21.25,57.75,0.365165317139001,68.5,10.75,0,0,0,0
"759","Hi033","Hi033_33",9,23.25,68.5,0.338822648710708,40.5,-28,0,1,1,0
"760","Hi033","Hi033_33",10,10.5,40.5,0.263420542635659,46,5.5,0,0,0,0
"761","Hi033","Hi033_34",1,15,20,0.75,28,8,0,0,0,1
"762","Hi033","Hi033_34",2,16.75,28,0.609693313222725,37.25,9.25,0,0,0,1
"763","Hi033","Hi033_34",3,24.5,37.25,0.671430811036789,49.75,12.5,0,0,0,1
"764","Hi033","Hi033_34",4,26.5,49.75,0.529121237772,63.25,13.5,0,0,0,1
"765","Hi033","Hi033_34",5,32,63.25,0.501043087972412,79.25,16,0,0,0,1
"766","Hi033","Hi033_34",6,32.5,79.25,0.409917493678951,95.75,16.5,0,0,0,1
"767","Hi033","Hi033_34",7,45.75,95.75,0.476649533157629,59.75,-36,0,1,1,1
"768","Hi033","Hi033_34",8,24.75,59.75,0.414378497995475,73,13.25,0,0,0,1
"769","Hi033","Hi033_34",9,26,73,0.355574748957102,43.25,-29.75,0,1,1,1
"770","Hi033","Hi033_34",10,13.75,43.25,0.317451088962717,50.5,7.25,0,0,0,1
"771","Hi033","Hi033_35",1,11.25,20,0.5625,25.75,5.75,0,0,0,0
"772","Hi033","Hi033_35",2,18.25,25.75,0.704217032967033,35.5,9.75,0,0,0,0
"773","Hi033","Hi033_35",3,23,35.5,0.657198417308711,47.5,12,0,0,0,0
"774","Hi033","Hi033_35",4,24.25,47.5,0.510749726719956,60.25,12.75,0,0,0,0
"775","Hi033","Hi033_35",5,38,60.25,0.631142221483697,79.25,19,0,0,0,0
"776","Hi033","Hi033_35",6,46.25,79.25,0.582510679189113,103,23.75,0,0,1,0
"777","Hi033","Hi033_35",7,52.5,103,0.510213871245981,129.5,26.5,0,0,0,0
"778","Hi033","Hi033_35",8,56,129.5,0.431284805627412,79,-50.5,0,1,1,0
"779","Hi033","Hi033_35",9,20.25,79,0.256392224746655,89.75,10.75,0,0,0,0
"780","Hi033","Hi033_35",10,26.5,89.75,0.294987621074578,103.25,13.5,0,0,0,0
"781","Hi033","Hi033_36",1,14.75,20,0.7375,28.25,8.25,0,0,0,0
"782","Hi033","Hi033_36",2,16.5,28.25,0.580892857142857,36.75,8.5,0,0,0,0
"783","Hi033","Hi033_36",3,27.75,36.75,0.755973587223587,51,14.25,0,0,1,0
"784","Hi033","Hi033_36",4,28.75,51,0.568218196369457,66.25,15.25,0,0,0,0
"785","Hi033","Hi033_36",5,30.25,66.25,0.451732452791775,82,15.75,0,0,0,0
"786","Hi033","Hi033_36",6,38.75,82,0.474000974658869,102.25,20.25,0,0,0,0
"787","Hi033","Hi033_36",7,46.25,102.25,0.460678748393119,63,-39.25,0,1,1,0
"788","Hi033","Hi033_36",8,21.5,63,0.342041431704261,74.5,11.5,0,0,0,0
"789","Hi033","Hi033_36",9,26,74.5,0.352330765440522,87.5,13,0,0,0,0
"790","Hi033","Hi033_36",10,24.5,87.5,0.285093973793664,100,12.5,0,0,0,0
"791","Hi033","Hi033_37",1,16,20,0.8,28,8,0,0,0,0
"792","Hi033","Hi033_37",2,19.25,28,0.693716931216931,37.75,9.75,0,0,0,0
"793","Hi033","Hi033_37",3,23.25,37.75,0.599767801857585,49.5,11.75,0,0,0,0
"794","Hi033","Hi033_37",4,21.75,49.5,0.437739527629234,30.5,-19,0,1,1,0
"795","Hi033","Hi033_37",5,14.5,30.5,0.473824451410658,38,7.5,0,0,0,0
"796","Hi033","Hi033_37",6,16.75,38,0.437151283277539,47.25,9.25,0,0,0,0
"797","Hi033","Hi033_37",7,18.5,47.25,0.387297532472583,28.5,-18.75,0,1,1,0
"798","Hi033","Hi033_37",8,11.75,28.5,0.413485221674877,34.75,6.25,0,0,0,0
"799","Hi033","Hi033_37",9,11.25,34.75,0.318883738702818,40.5,5.75,0,0,0,0
"800","Hi033","Hi033_37",10,11.25,40.5,0.280005217650567,23.25,-17.25,0,1,1,0
"801","Hi033","Hi033_38",1,10.5,20,0.525,25.5,5.5,0,0,0,0
"802","Hi033","Hi033_38",2,18.5,25.5,0.723461538461538,35,9.5,0,0,0,0
"803","Hi033","Hi033_38",3,20,35,0.563859577922078,45,10,0,0,0,0
"804","Hi033","Hi033_38",4,22.75,45,0.505119607219434,57.25,12.25,0,0,0,0
"805","Hi033","Hi033_38",5,24.75,57.25,0.431561233171513,70.5,13.25,0,0,0,0
"806","Hi033","Hi033_38",6,37.25,70.5,0.528982446514505,89.25,18.75,0,0,0,0
"807","Hi033","Hi033_38",7,41,89.25,0.459056072586035,110.25,21,0,0,0,0
"808","Hi033","Hi033_38",8,47.25,110.25,0.433170379635544,134,23.75,0,0,0,0
"809","Hi033","Hi033_38",9,39,134,0.287785652992535,154,20,0,0,0,0
"810","Hi033","Hi033_38",10,39.5,154,0.254862130011493,174.5,20.5,0,0,0,0
"811","Hi033","Hi033_39",1,13.75,20,0.6875,27.25,7.25,0,0,0,0
"812","Hi033","Hi033_39",2,15.75,27.25,0.585833333333333,35.5,8.25,0,0,0,0
"813","Hi033","Hi033_39",3,23.75,35.5,0.664422458172458,47.75,12.25,0,0,0,0
"814","Hi033","Hi033_39",4,22.25,47.75,0.463512145670647,30.25,-17.5,0,1,1,0
"815","Hi033","Hi033_39",5,13.5,30.25,0.446774193548387,37.75,7.5,0,0,0,0
"816","Hi033","Hi033_39",6,19.25,37.75,0.502884615384615,47.5,9.75,0,0,0,0
"817","Hi033","Hi033_39",7,22.5,47.5,0.471976732722074,59,11.5,0,0,0,0
"818","Hi033","Hi033_39",8,20.5,59,0.349028822055138,69.5,10.5,0,0,0,0
"819","Hi033","Hi033_39",9,22.5,69.5,0.32411016979913,81,11.5,0,0,0,0
"820","Hi033","Hi033_39",10,28.75,81,0.355048211421538,96.25,15.25,0,0,0,0
"821","Hi033","Hi033_4",1,14.75,20,0.7375,28.25,8.25,0,0,0,0
"822","Hi033","Hi033_4",2,16.75,28.25,0.584725209080048,37.5,9.25,0,0,0,0
"823","Hi033","Hi033_4",3,23.5,37.5,0.620909645909646,50,12.5,0,0,0,0
"824","Hi033","Hi033_4",4,33.5,50,0.668516042780749,67.5,17.5,0,0,1,0
"825","Hi033","Hi033_4",5,34.25,67.5,0.505311948579764,85.25,17.75,0,0,0,0
"826","Hi033","Hi033_4",6,37,85.25,0.432602777544232,104.25,19,0,0,0,0
"827","Hi033","Hi033_4",7,52.5,104.25,0.505101454698229,130.75,26.5,0,0,0,0
"828","Hi033","Hi033_4",8,43.5,130.75,0.331813681972244,153.25,22.5,0,0,0,0
"829","Hi033","Hi033_4",9,50.25,153.25,0.325737495219633,179,25.75,0,0,0,0
"830","Hi033","Hi033_4",10,57.5,179,0.321000592818428,208.5,29.5,0,0,0,0
"831","Hi033","Hi033_40",1,14.5,20,0.725,27.5,7.5,0,0,0,0
"832","Hi033","Hi033_40",2,18.5,27.5,0.676245210727969,37,9.5,0,0,0,0
"833","Hi033","Hi033_40",3,24,37,0.651620995807042,49,12,0,0,0,0
"834","Hi033","Hi033_40",4,30,49,0.614104084321476,64,15,0,0,1,0
"835","Hi033","Hi033_40",5,38.5,64,0.596800866523792,83.5,19.5,0,0,1,0
"836","Hi033","Hi033_40",6,42,83.5,0.501743368331534,104.5,21,0,0,1,0
"837","Hi033","Hi033_40",7,54.75,104.5,0.526092705276737,132.75,28.25,0,0,0,0
"838","Hi033","Hi033_40",8,44.75,132.75,0.334687759443753,78,-54.75,0,1,1,0
"839","Hi033","Hi033_40",9,24.25,78,0.31180935682518,45.75,-32.25,0,1,1,0
"840","Hi033","Hi033_40",10,15.75,45.75,0.34487629886195,54,8.25,0,0,0,0
"841","Hi033","Hi033_41",1,14,20,0.7,27,7,0,0,0,0
"842","Hi033","Hi033_41",2,15.25,27,0.573288355822089,34.75,7.75,0,0,0,0
"843","Hi033","Hi033_41",3,18.5,34.75,0.525959263015551,44.25,9.5,0,0,0,0
"844","Hi033","Hi033_41",4,25,44.25,0.559520411320306,57.25,13,0,0,0,0
"845","Hi033","Hi033_41",5,29.25,57.25,0.509143267919946,72,14.75,0,0,1,0
"846","Hi033","Hi033_41",6,31.5,72,0.440955145619427,44.5,-27.5,0,1,1,0
"847","Hi033","Hi033_41",7,22.75,44.5,0.508234334680364,56.75,12.25,0,0,0,0
"848","Hi033","Hi033_41",8,22.5,56.75,0.396211433756806,68.25,11.5,0,0,0,0
"849","Hi033","Hi033_41",9,22.5,68.25,0.329445977395934,79.75,11.5,0,0,0,0
"850","Hi033","Hi033_41",10,23,79.75,0.28753591954023,46.25,-33.5,0,1,1,0
"851","Hi033","Hi033_42",1,15.25,20,0.7625,27.75,7.75,0,0,0,0
"852","Hi033","Hi033_42",2,19.25,27.75,0.691798941798942,37.5,9.75,0,0,0,0
"853","Hi033","Hi033_42",3,23.5,37.5,0.630739639797167,50,12.5,0,0,0,0
"854","Hi033","Hi033_42",4,33.75,50,0.679049440402726,67.25,17.25,0,0,0,0
"855","Hi033","Hi033_42",5,33,67.25,0.494178613346747,42.25,-25,0,1,1,0
"856","Hi033","Hi033_42",6,22.5,42.25,0.529938035495716,53.75,11.5,0,0,0,0
"857","Hi033","Hi033_42",7,21.5,53.75,0.398549217666865,32.75,-21,0,1,1,0
"858","Hi033","Hi033_42",8,12.25,32.75,0.375584893048128,39.5,6.75,0,0,0,0
"859","Hi033","Hi033_42",9,14,39.5,0.352233483483483,23.25,-16.25,0,1,1,0
"860","Hi033","Hi033_42",10,6.25,23.25,0.26844696969697,27,3.75,0,0,0,0
"861","Hi033","Hi033_43",1,13.5,20,0.675,27.5,7.5,0,0,0,1
"862","Hi033","Hi033_43",2,18.75,27.5,0.680607193732194,37.75,10.25,0,0,0,1
"863","Hi033","Hi033_43",3,19.5,37.75,0.5252664002664,48.25,10.5,0,0,0,1
"864","Hi033","Hi033_43",4,25.5,48.25,0.521073573573574,61.75,13.5,0,0,0,1
"865","Hi033","Hi033_43",5,26.5,61.75,0.4287673957161,75.25,13.5,0,0,0,1
"866","Hi033","Hi033_43",6,31,75.25,0.415375047837734,91.25,16,0,0,0,1
"867","Hi033","Hi033_43",7,38,91.25,0.423379835337826,110.25,19,0,0,0,1
"868","Hi033","Hi033_43",8,37.25,110.25,0.339430101461104,129,18.75,0,0,0,1
"869","Hi033","Hi033_43",9,46.75,129,0.356468307389107,153.25,24.25,0,0,0,1
"870","Hi033","Hi033_43",10,43.75,153.25,0.285672660672661,88,-65.25,0,1,1,1
"871","Hi033","Hi033_44",1,13,20,0.65,27,7,0,0,0,0
"872","Hi033","Hi033_44",2,19.75,27,0.735873015873016,37.25,10.25,0,0,0,0
"873","Hi033","Hi033_44",3,25.25,37.25,0.677396620994182,50,12.75,0,0,0,0
"874","Hi033","Hi033_44",4,27.25,50,0.54269788864433,63.75,13.75,0,0,0,0
"875","Hi033","Hi033_44",5,31.75,63.75,0.493606085204218,40,-23.75,0,1,1,0
"876","Hi033","Hi033_44",6,20.75,40,0.516535220590808,51.25,11.25,0,0,0,0
"877","Hi033","Hi033_44",7,21.75,51.25,0.421363636363636,62.5,11.25,0,0,0,0
"878","Hi033","Hi033_44",8,24.25,62.5,0.387153547389771,75.25,12.75,0,0,0,0
"879","Hi033","Hi033_44",9,22.75,75.25,0.303734607165723,87.5,12.25,0,0,0,0
"880","Hi033","Hi033_44",10,23,87.5,0.260315361397704,99.5,12,0,0,0,0
"881","Hi033","Hi033_45",1,10.5,20,0.525,25.5,5.5,0,0,0,0
"882","Hi033","Hi033_45",2,15,25.5,0.59375,33.5,8,0,0,0,0
"883","Hi033","Hi033_45",3,22.75,33.5,0.686084162017948,45.75,12.25,0,0,0,0
"884","Hi033","Hi033_45",4,23.25,45.75,0.508734625807796,57.5,11.75,0,0,0,0
"885","Hi033","Hi033_45",5,27.75,57.5,0.490967307174934,36.25,-21.25,0,1,1,0
"886","Hi033","Hi033_45",6,15,36.25,0.405200501253133,22.5,-13.75,0,1,1,0
"887","Hi033","Hi033_45",7,10.5,22.5,0.465909090909091,28,5.5,0,0,0,0
"888","Hi033","Hi033_45",8,11.25,28,0.404487179487179,33.75,5.75,0,0,0,0
"889","Hi033","Hi033_45",9,10.25,33.75,0.300354349951124,20,-13.75,0,1,1,0
"890","Hi033","Hi033_45",10,5.75,20,0.285964912280702,23.25,3.25,0,0,0,0
"891","Hi033","Hi033_46",1,15.25,20,0.7625,27.75,7.75,0,0,0,0
"892","Hi033","Hi033_46",2,17.25,27.75,0.618809523809524,36.5,8.75,0,0,0,0
"893","Hi033","Hi033_46",3,21,36.5,0.580567226890756,47.5,11,0,0,1,0
