"","exp_num","treat","per","grp","gr_id","sumputin","ingrnum","maxgr","subj_in_session","subj_id","tokens","putin","totallost","other1","other2","other3","pu1","pu2","pu3","unique_rec","gdp","gini","sum","mean","punish","longgame","highgdp","stock0","stock1","stock2","stock3","WEALTH","MEAN","GINI"
"1",1,101,1,1,101,27,1,7,1,111,20,0,NA,20,20,20,16,5,6,10101,80,0,27,0.337500005960464,0,1,0,31,15,26,25,97,0.3375,0.168384879725086
"2",1,101,2,1,101,14,1,7,1,111,31,1,NA,15,26,25,0,8,5,10102,97,0.168384879827499,14,0.174999997019768,0,1,0,36,21,24,26,107,0.144329896907216,0.146417445482866
"3",1,101,3,1,101,11,1,7,1,111,36,6,NA,21,24,26,2,0,3,10103,107,0.146417438983917,11,0.113402061164379,0,1,0,35,24,29,28,116,0.102803738317757,0.0977011494252874
"4",1,101,4,1,101,18,1,7,1,111,35,0,NA,24,29,28,4,9,5,10104,116,0.0977011471986771,18,0.168224304914474,0,1,0,42,27,27,30,126,0.155172413793103,0.126984126984127
"5",1,101,5,1,101,18,1,7,1,111,42,4,NA,27,27,30,5,5,4,10105,126,0.126984134316444,18,0.155172407627106,0,1,0,45,29,29,33,136,0.142857142857143,0.127450980392157
"6",1,101,6,1,101,17,1,7,1,111,45,3,NA,29,29,33,6,5,3,10106,136,0.127450987696648,17,0.1349206417799,0,1,0,49,30,31,37,147,0.125,0.142857142857143
"7",1,101,7,1,101,10,1,7,1,111,49,4,NA,30,31,37,0,4,2,10107,147,0.142857149243355,10,0.073529414832592,0,1,0,49,34,31,39,153,0.0680272108843537,0.128540305010893
"8",1,101,8,1,101,6,1,7,1,111,49,0,NA,34,31,39,2,0,4,10108,153,0.128540307283401,6,0.0408163256943226,0,1,0,52,35,34,38,159,0.0392156862745098,0.119496855345912
"9",1,101,9,1,101,5,1,7,1,111,52,3,NA,35,34,38,1,0,1,10109,159,0.1194968521595,5,0.0326797403395176,0,1,0,51,36,36,39,162,0.0314465408805031,0.0987654320987656
"10",1,101,10,1,101,5,1,7,1,111,51,3,NA,36,36,39,0,1,1,10110,162,0.0987654328346252,5,0.0314465425908566,0,1,0,50,38,37,40,165,0.0308641975308642,0.0828282828282827
"11",1,101,11,1,101,3,1,7,1,111,50,0,NA,38,37,40,2,0,1,10111,165,0.0828282833099365,3,0.0185185186564922,0,1,0,52,38,39,41,170,0.0181818181818182,0.0862745098039216
"12",1,101,12,1,101,2,1,7,1,111,52,0,NA,38,39,41,0,1,1,10112,170,0.0862745121121407,2,0.0121212117373943,0,1,0,53,39,39,41,172,0.0117647058823529,0.0852713178294572
"13",1,101,13,1,101,1,1,7,1,111,53,0,NA,39,39,41,1,0,0,10113,172,0.0852713212370872,1,0.0058823530562222,0,1,0,54,39,40,42,175,0.00581395348837209,0.0895238095238096
"14",1,101,14,1,101,5,1,7,1,111,54,0,NA,39,40,42,5,0,0,10114,175,0.0895238071680069,5,0.0290697682648897,0,1,0,56,36,42,44,178,0.0285714285714286,0.116104868913858
"15",1,101,15,1,101,8,1,7,1,111,56,3,NA,36,42,44,4,0,1,10115,178,0.116104871034622,8,0.0457142852246761,0,1,0,56,35,45,46,182,0.0449438202247191,0.117216117216117
"16",1,101,1,1,101,27,2,7,8,112,20,16,NA,20,20,20,0,5,6,10801,80,0,27,0.337500005960464,0,1,0,15,31,26,25,97,0.3375,0.168384879725086
"17",1,101,2,1,101,14,2,7,8,112,15,0,NA,31,26,25,1,8,5,10802,97,0.168384879827499,14,0.174999997019768,0,1,0,21,36,24,26,107,0.144329896907216,0.146417445482866
"18",1,101,3,1,101,11,2,7,8,112,21,2,NA,36,24,26,6,0,3,10803,107,0.146417438983917,11,0.113402061164379,0,1,0,24,35,29,28,116,0.102803738317757,0.0977011494252874
"19",1,101,4,1,101,18,2,7,8,112,24,4,NA,35,29,28,0,9,5,10804,116,0.0977011471986771,18,0.168224304914474,0,1,0,27,42,27,30,126,0.155172413793103,0.126984126984127
"20",1,101,5,1,101,18,2,7,8,112,27,5,NA,42,27,30,4,5,4,10805,126,0.111111111938953,18,0.155172407627106,0,1,0,29,45,29,33,136,0.142857142857143,0.127450980392157
"21",1,101,6,1,101,17,2,7,8,112,29,6,NA,45,29,33,3,5,3,10806,136,0.107843138277531,17,0.1349206417799,0,1,0,30,49,31,37,147,0.125,0.142857142857143
"22",1,101,7,1,101,10,2,7,8,112,30,0,NA,49,31,37,4,4,2,10807,147,0.142857149243355,10,0.073529414832592,0,1,0,34,49,31,39,153,0.0680272108843537,0.128540305010893
"23",1,101,8,1,101,6,2,7,8,112,34,2,NA,49,31,39,0,0,4,10808,153,0.128540307283401,6,0.0408163256943226,0,1,0,35,52,34,38,159,0.0392156862745098,0.119496855345912
"24",1,101,9,1,101,5,2,7,8,112,35,1,NA,52,34,38,3,0,1,10809,159,0.1194968521595,5,0.0326797403395176,0,1,0,36,51,36,39,162,0.0314465408805031,0.0987654320987656
"25",1,101,10,1,101,5,2,7,8,112,36,0,NA,51,36,39,3,1,1,10810,162,0.0864197537302971,5,0.0314465425908566,0,1,0,38,50,37,40,165,0.0308641975308642,0.0828282828282827
"26",1,101,11,1,101,3,2,7,8,112,38,2,NA,50,37,40,0,0,1,10811,165,0.0828282833099365,3,0.0185185186564922,0,1,0,38,52,39,41,170,0.0181818181818182,0.0862745098039216
"27",1,101,12,1,101,2,2,7,8,112,38,0,NA,52,39,41,0,1,1,10812,170,0.0862745121121407,2,0.0121212117373943,0,1,0,39,53,39,41,172,0.0117647058823529,0.0852713178294572
"28",1,101,13,1,101,1,2,7,8,112,39,1,NA,53,39,41,0,0,0,10813,172,0.077519379556179,1,0.0058823530562222,0,1,0,39,54,40,42,175,0.00581395348837209,0.0895238095238096
"29",1,101,14,1,101,5,2,7,8,112,39,5,NA,54,40,42,0,0,0,10814,175,0.0895238071680069,5,0.0290697682648897,0,1,0,36,56,42,44,178,0.0285714285714286,0.116104868913858
"30",1,101,15,1,101,8,2,7,8,112,36,4,NA,56,42,44,3,0,1,10815,178,0.116104871034622,8,0.0457142852246761,0,1,0,35,56,45,46,182,0.0449438202247191,0.117216117216117
"31",1,101,1,1,101,27,3,7,15,113,20,5,NA,20,20,20,0,16,6,11501,80,0,27,0.337500005960464,0,1,0,26,31,15,25,97,0.3375,0.168384879725086
"32",1,101,2,1,101,14,3,7,15,113,26,8,NA,31,15,25,1,0,5,11502,97,0.168384879827499,14,0.174999997019768,0,1,0,24,36,21,26,107,0.144329896907216,0.146417445482866
"33",1,101,3,1,101,11,3,7,15,113,24,0,NA,36,21,26,6,2,3,11503,107,0.146417438983917,11,0.113402061164379,0,1,0,29,35,24,28,116,0.102803738317757,0.0977011494252874
"34",1,101,4,1,101,18,3,7,15,113,29,9,NA,35,24,28,0,4,5,11504,116,0.0977011471986771,18,0.168224304914474,0,1,0,27,42,27,30,126,0.155172413793103,0.126984126984127
"35",1,101,5,1,101,18,3,7,15,113,27,5,NA,42,27,30,4,5,4,11505,126,0.111111111938953,18,0.155172407627106,0,1,0,29,45,29,33,136,0.142857142857143,0.127450980392157
"36",1,101,6,1,101,17,3,7,15,113,29,5,NA,45,29,33,3,6,3,11506,136,0.107843138277531,17,0.1349206417799,0,1,0,31,49,30,37,147,0.125,0.142857142857143
"37",1,101,7,1,101,10,3,7,15,113,31,4,NA,49,30,37,4,0,2,11507,147,0.142857149243355,10,0.073529414832592,0,1,0,31,49,34,39,153,0.0680272108843537,0.128540305010893
"38",1,101,8,1,101,6,3,7,15,113,31,0,NA,49,34,39,0,2,4,11508,153,0.128540307283401,6,0.0408163256943226,0,1,0,34,52,35,38,159,0.0392156862745098,0.119496855345912
"39",1,101,9,1,101,5,3,7,15,113,34,0,NA,52,35,38,3,1,1,11509,159,0.1194968521595,5,0.0326797403395176,0,1,0,36,51,36,39,162,0.0314465408805031,0.0987654320987656
"40",1,101,10,1,101,5,3,7,15,113,36,1,NA,51,36,39,3,0,1,11510,162,0.0864197537302971,5,0.0314465425908566,0,1,0,37,50,38,40,165,0.0308641975308642,0.0828282828282827
"41",1,101,11,1,101,3,3,7,15,113,37,0,NA,50,38,40,0,2,1,11511,165,0.0828282833099365,3,0.0185185186564922,0,1,0,39,52,38,41,170,0.0181818181818182,0.0862745098039216
"42",1,101,12,1,101,2,3,7,15,113,39,1,NA,52,38,41,0,0,1,11512,170,0.0862745121121407,2,0.0121212117373943,0,1,0,39,53,39,41,172,0.0117647058823529,0.0852713178294572
"43",1,101,13,1,101,1,3,7,15,113,39,0,NA,53,39,41,0,1,0,11513,172,0.077519379556179,1,0.0058823530562222,0,1,0,40,54,39,42,175,0.00581395348837209,0.0895238095238096
"44",1,101,14,1,101,5,3,7,15,113,40,0,NA,54,39,42,0,5,0,11514,175,0.0895238071680069,5,0.0290697682648897,0,1,0,42,56,36,44,178,0.0285714285714286,0.116104868913858
"45",1,101,15,1,101,8,3,7,15,113,42,0,NA,56,36,44,3,4,1,11515,178,0.116104871034622,8,0.0457142852246761,0,1,0,45,56,35,46,182,0.0449438202247191,0.117216117216117
"46",1,101,1,1,101,27,4,7,22,114,20,6,NA,20,20,20,0,16,5,12201,80,0,27,0.337500005960464,0,1,0,25,31,15,26,97,0.3375,0.168384879725086
"47",1,101,2,1,101,14,4,7,22,114,25,5,NA,31,15,26,1,0,8,12202,97,0.168384879827499,14,0.174999997019768,0,1,0,26,36,21,24,107,0.144329896907216,0.146417445482866
"48",1,101,3,1,101,11,4,7,22,114,26,3,NA,36,21,24,6,2,0,12203,107,0.146417438983917,11,0.113402061164379,0,1,0,28,35,24,29,116,0.102803738317757,0.0977011494252874
"49",1,101,4,1,101,18,4,7,22,114,28,5,NA,35,24,29,0,4,9,12204,116,0.0977011471986771,18,0.168224304914474,0,1,0,30,42,27,27,126,0.155172413793103,0.126984126984127
"50",1,101,5,1,101,18,4,7,22,114,30,4,NA,42,27,27,4,5,5,12205,126,0.126984134316444,18,0.155172407627106,0,1,0,33,45,29,29,136,0.142857142857143,0.127450980392157
"51",1,101,6,1,101,17,4,7,22,114,33,3,NA,45,29,29,3,6,5,12206,136,0.127450987696648,17,0.1349206417799,0,1,0,37,49,30,31,147,0.125,0.142857142857143
"52",1,101,7,1,101,10,4,7,22,114,37,2,NA,49,30,31,4,0,4,12207,147,0.142857149243355,10,0.073529414832592,0,1,0,39,49,34,31,153,0.0680272108843537,0.128540305010893
"53",1,101,8,1,101,6,4,7,22,114,39,4,NA,49,34,31,0,2,0,12208,153,0.128540307283401,6,0.0408163256943226,0,1,0,38,52,35,34,159,0.0392156862745098,0.119496855345912
"54",1,101,9,1,101,5,4,7,22,114,38,1,NA,52,35,34,3,1,0,12209,159,0.1194968521595,5,0.0326797403395176,0,1,0,39,51,36,36,162,0.0314465408805031,0.0987654320987656
"55",1,101,10,1,101,5,4,7,22,114,39,1,NA,51,36,36,3,0,1,12210,162,0.0987654328346252,5,0.0314465425908566,0,1,0,40,50,38,37,165,0.0308641975308642,0.0828282828282827
"56",1,101,11,1,101,3,4,7,22,114,40,1,NA,50,38,37,0,2,0,12211,165,0.0828282833099365,3,0.0185185186564922,0,1,0,41,52,38,39,170,0.0181818181818182,0.0862745098039216
"57",1,101,12,1,101,2,4,7,22,114,41,1,NA,52,38,39,0,0,1,12212,170,0.0862745121121407,2,0.0121212117373943,0,1,0,41,53,39,39,172,0.0117647058823529,0.0852713178294572
"58",1,101,13,1,101,1,4,7,22,114,41,0,NA,53,39,39,0,1,0,12213,172,0.0852713212370872,1,0.0058823530562222,0,1,0,42,54,39,40,175,0.00581395348837209,0.0895238095238096
"59",1,101,14,1,101,5,4,7,22,114,42,0,NA,54,39,40,0,5,0,12214,175,0.0895238071680069,5,0.0290697682648897,0,1,0,44,56,36,42,178,0.0285714285714286,0.116104868913858
"60",1,101,15,1,101,8,4,7,22,114,44,1,NA,56,36,42,3,4,0,12215,178,0.116104871034622,8,0.0457142852246761,0,1,0,46,56,35,45,182,0.0449438202247191,0.117216117216117
"61",1,101,1,2,102,43,1,7,2,121,20,15,NA,20,20,20,10,8,10,10201,80,0,43,0.537500023841858,0,1,0,22,27,29,27,105,0.5375,0.0666666666666667
"62",1,101,2,2,102,50,1,7,2,121,22,9,NA,27,29,27,15,14,12,10202,105,0.0666666701436043,50,0.625,0,1,0,32,31,34,34,131,0.476190476190476,0.0279898218829517
"63",1,101,3,2,102,54,1,7,2,121,32,12,NA,31,34,34,14,14,14,10203,131,0.0279898215085268,54,0.514285743236542,0,1,0,41,38,41,41,161,0.412213740458015,0.0186335403726708
"64",1,101,4,2,102,60,1,7,2,121,41,10,NA,38,41,41,14,20,16,10204,161,0.0186335407197475,60,0.458015263080597,0,1,0,54,47,44,48,193,0.372670807453416,0.0535405872193436
"65",1,101,5,2,102,37,1,7,2,121,54,8,NA,47,44,48,13,4,12,10205,193,0.0535405874252319,37,0.229813665151596,0,1,0,60,48,54,50,212,0.191709844559585,0.0628930817610064
"66",1,101,6,2,102,26,1,7,2,121,60,7,NA,48,54,50,3,8,8,10206,212,0.0628930851817131,26,0.134715020656586,0,1,0,63,55,56,52,226,0.122641509433962,0.0501474926253686
"67",1,101,7,2,102,27,1,7,2,121,63,3,NA,55,56,52,8,6,10,10207,226,0.0501474924385548,27,0.127358496189117,0,1,0,71,58,61,53,243,0.119469026548673,0.0781893004115227
"68",1,101,8,2,102,13,1,7,2,121,71,2,NA,58,61,53,5,3,3,10208,243,0.0781892985105515,13,0.0575221255421638,0,1,0,74,58,63,55,250,0.0534979423868313,0.0826666666666667
"69",1,101,9,2,102,14,1,7,2,121,74,1,NA,58,63,55,10,2,1,10209,250,0.0826666653156281,14,0.057613167911768,0,1,0,79,54,67,60,260,0.056,0.105128205128205
"70",1,101,10,2,102,4,1,7,2,121,79,1,NA,54,67,60,2,1,0,10210,260,0.105128206312656,4,0.0160000007599592,0,1,0,80,54,68,62,264,0.0153846153846154,0.106060606060606
"71",1,101,11,2,102,3,1,7,2,121,80,0,NA,54,68,62,1,1,1,10211,264,0.106060609221458,3,0.0115384617820382,0,1,0,82,55,69,63,269,0.0113636363636364,0.107806691449814
"72",1,101,12,2,102,7,1,7,2,121,82,0,NA,55,69,63,1,1,5,10212,269,0.107806690037251,7,0.0265151523053646,0,1,0,85,57,71,61,274,0.0260223048327138,0.114355231143552
"73",1,101,13,2,102,3,1,7,2,121,85,0,NA,57,71,61,1,1,1,10213,274,0.114355228841305,3,0.0111524164676666,0,1,0,87,58,72,62,279,0.0109489051094891,0.115890083632019
"74",1,101,14,2,102,2,1,7,2,121,87,0,NA,58,72,62,1,0,1,10214,279,0.115890085697174,2,0.00729927001520991,0,1,0,88,58,73,62,281,0.00716845878136201,0.119810201660735
"75",1,101,15,2,102,0,1,7,2,121,88,0,NA,58,73,62,0,0,0,10215,281,0.119810201227665,0,0,0,1,0,88,58,73,62,281,0,0.119810201660735
"76",1,101,1,2,102,43,2,7,9,122,20,10,NA,20,20,20,15,8,10,10901,80,0,43,0.537500023841858,0,1,0,27,22,29,27,105,0.5375,0.0666666666666667
"77",1,101,2,2,102,50,2,7,9,122,27,15,NA,22,29,27,9,14,12,10902,105,0.0666666701436043,50,0.625,0,1,0,31,32,34,34,131,0.476190476190476,0.0279898218829517
"78",1,101,3,2,102,54,2,7,9,122,31,14,NA,32,34,34,12,14,14,10903,131,0.0279898215085268,54,0.514285743236542,0,1,0,38,41,41,41,161,0.412213740458015,0.0186335403726708
"79",1,101,4,2,102,60,2,7,9,122,38,14,NA,41,41,41,10,20,16,10904,161,0.0186335407197475,60,0.458015263080597,0,1,0,47,54,44,48,193,0.372670807453416,0.0535405872193436
"80",1,101,5,2,102,37,2,7,9,122,47,13,NA,54,44,48,8,4,12,10905,193,0.0535405874252319,37,0.229813665151596,0,1,0,48,60,54,50,212,0.191709844559585,0.0628930817610064
"81",1,101,6,2,102,26,2,7,9,122,48,3,NA,60,54,50,7,8,8,10906,212,0.0628930851817131,26,0.134715020656586,0,1,0,55,63,56,52,226,0.122641509433962,0.0501474926253686
"82",1,101,7,2,102,27,2,7,9,122,55,8,NA,63,56,52,3,6,10,10907,226,0.0501474924385548,27,0.127358496189117,0,1,0,58,71,61,53,243,0.119469026548673,0.0781893004115227
"83",1,101,8,2,102,13,2,7,9,122,58,5,NA,71,61,53,2,3,3,10908,243,0.0781892985105515,13,0.0575221255421638,0,1,0,58,74,63,55,250,0.0534979423868313,0.0826666666666667
"84",1,101,9,2,102,14,2,7,9,122,58,10,NA,74,63,55,1,2,1,10909,250,0.0826666653156281,14,0.057613167911768,0,1,0,54,79,67,60,260,0.056,0.105128205128205
"85",1,101,10,2,102,4,2,7,9,122,54,2,NA,79,67,60,1,1,0,10910,260,0.105128206312656,4,0.0160000007599592,0,1,0,54,80,68,62,264,0.0153846153846154,0.106060606060606
"86",1,101,11,2,102,3,2,7,9,122,54,1,NA,80,68,62,0,1,1,10911,264,0.106060609221458,3,0.0115384617820382,0,1,0,55,82,69,63,269,0.0113636363636364,0.107806691449814
"87",1,101,12,2,102,7,2,7,9,122,55,1,NA,82,69,63,0,1,5,10912,269,0.107806690037251,7,0.0265151523053646,0,1,0,57,85,71,61,274,0.0260223048327138,0.114355231143552
"88",1,101,13,2,102,3,2,7,9,122,57,1,NA,85,71,61,0,1,1,10913,274,0.114355228841305,3,0.0111524164676666,0,1,0,58,87,72,62,279,0.0109489051094891,0.115890083632019
"89",1,101,14,2,102,2,2,7,9,122,58,1,NA,87,72,62,0,0,1,10914,279,0.115890085697174,2,0.00729927001520991,0,1,0,58,88,73,62,281,0.00716845878136201,0.119810201660735
"90",1,101,15,2,102,0,2,7,9,122,58,0,NA,88,73,62,0,0,0,10915,281,0.119810201227665,0,0,0,1,0,58,88,73,62,281,0,0.119810201660735
"91",1,101,1,2,102,43,3,7,16,123,20,8,NA,20,20,20,15,10,10,11601,80,0,43,0.537500023841858,0,1,0,29,22,27,27,105,0.5375,0.0666666666666667
"92",1,101,2,2,102,50,3,7,16,123,29,14,NA,22,27,27,9,15,12,11602,105,0.0666666701436043,50,0.625,0,1,0,34,32,31,34,131,0.476190476190476,0.0279898218829517
"93",1,101,3,2,102,54,3,7,16,123,34,14,NA,32,31,34,12,14,14,11603,131,0.0279898215085268,54,0.514285743236542,0,1,0,41,41,38,41,161,0.412213740458015,0.0186335403726708
"94",1,101,4,2,102,60,3,7,16,123,41,20,NA,41,38,41,10,14,16,11604,161,0.0186335407197475,60,0.458015263080597,0,1,0,44,54,47,48,193,0.372670807453416,0.0535405872193436
"95",1,101,5,2,102,37,3,7,16,123,44,4,NA,54,47,48,8,13,12,11605,193,0.0535405874252319,37,0.229813665151596,0,1,0,54,60,48,50,212,0.191709844559585,0.0628930817610064
"96",1,101,6,2,102,26,3,7,16,123,54,8,NA,60,48,50,7,3,8,11606,212,0.0628930851817131,26,0.134715020656586,0,1,0,56,63,55,52,226,0.122641509433962,0.0501474926253686
"97",1,101,7,2,102,27,3,7,16,123,56,6,NA,63,55,52,3,8,10,11607,226,0.0501474924385548,27,0.127358496189117,0,1,0,61,71,58,53,243,0.119469026548673,0.0781893004115227
"98",1,101,8,2,102,13,3,7,16,123,61,3,NA,71,58,53,2,5,3,11608,243,0.0781892985105515,13,0.0575221255421638,0,1,0,63,74,58,55,250,0.0534979423868313,0.0826666666666667
"99",1,101,9,2,102,14,3,7,16,123,63,2,NA,74,58,55,1,10,1,11609,250,0.0826666653156281,14,0.057613167911768,0,1,0,67,79,54,60,260,0.056,0.105128205128205
"100",1,101,10,2,102,4,3,7,16,123,67,1,NA,79,54,60,1,2,0,11610,260,0.105128206312656,4,0.0160000007599592,0,1,0,68,80,54,62,264,0.0153846153846154,0.106060606060606
"101",1,101,11,2,102,3,3,7,16,123,68,1,NA,80,54,62,0,1,1,11611,264,0.106060609221458,3,0.0115384617820382,0,1,0,69,82,55,63,269,0.0113636363636364,0.107806691449814
"102",1,101,12,2,102,7,3,7,16,123,69,1,NA,82,55,63,0,1,5,11612,269,0.107806690037251,7,0.0265151523053646,0,1,0,71,85,57,61,274,0.0260223048327138,0.114355231143552
"103",1,101,13,2,102,3,3,7,16,123,71,1,NA,85,57,61,0,1,1,11613,274,0.114355228841305,3,0.0111524164676666,0,1,0,72,87,58,62,279,0.0109489051094891,0.115890083632019
"104",1,101,14,2,102,2,3,7,16,123,72,0,NA,87,58,62,0,1,1,11614,279,0.115890085697174,2,0.00729927001520991,0,1,0,73,88,58,62,281,0.00716845878136201,0.119810201660735
"105",1,101,15,2,102,0,3,7,16,123,73,0,NA,88,58,62,0,0,0,11615,281,0.119810201227665,0,0,0,1,0,73,88,58,62,281,0,0.119810201660735
"106",1,101,1,2,102,43,4,7,23,124,20,10,NA,20,20,20,15,10,8,12301,80,0,43,0.537500023841858,0,1,0,27,22,27,29,105,0.5375,0.0666666666666667
"107",1,101,2,2,102,50,4,7,23,124,27,12,NA,22,27,29,9,15,14,12302,105,0.0666666701436043,50,0.625,0,1,0,34,32,31,34,131,0.476190476190476,0.0279898218829517
"108",1,101,3,2,102,54,4,7,23,124,34,14,NA,32,31,34,12,14,14,12303,131,0.0279898215085268,54,0.514285743236542,0,1,0,41,41,38,41,161,0.412213740458015,0.0186335403726708
"109",1,101,4,2,102,60,4,7,23,124,41,16,NA,41,38,41,10,14,20,12304,161,0.0186335407197475,60,0.458015263080597,0,1,0,48,54,47,44,193,0.372670807453416,0.0535405872193436
"110",1,101,5,2,102,37,4,7,23,124,48,12,NA,54,47,44,8,13,4,12305,193,0.0535405874252319,37,0.229813665151596,0,1,0,50,60,48,54,212,0.191709844559585,0.0628930817610064
"111",1,101,6,2,102,26,4,7,23,124,50,8,NA,60,48,54,7,3,8,12306,212,0.0628930851817131,26,0.134715020656586,0,1,0,52,63,55,56,226,0.122641509433962,0.0501474926253686
"112",1,101,7,2,102,27,4,7,23,124,52,10,NA,63,55,56,3,8,6,12307,226,0.0501474924385548,27,0.127358496189117,0,1,0,53,71,58,61,243,0.119469026548673,0.0781893004115227
"113",1,101,8,2,102,13,4,7,23,124,53,3,NA,71,58,61,2,5,3,12308,243,0.0781892985105515,13,0.0575221255421638,0,1,0,55,74,58,63,250,0.0534979423868313,0.0826666666666667
"114",1,101,9,2,102,14,4,7,23,124,55,1,NA,74,58,63,1,10,2,12309,250,0.0826666653156281,14,0.057613167911768,0,1,0,60,79,54,67,260,0.056,0.105128205128205
"115",1,101,10,2,102,4,4,7,23,124,60,0,NA,79,54,67,1,2,1,12310,260,0.105128206312656,4,0.0160000007599592,0,1,0,62,80,54,68,264,0.0153846153846154,0.106060606060606
"116",1,101,11,2,102,3,4,7,23,124,62,1,NA,80,54,68,0,1,1,12311,264,0.106060609221458,3,0.0115384617820382,0,1,0,63,82,55,69,269,0.0113636363636364,0.107806691449814
"117",1,101,12,2,102,7,4,7,23,124,63,5,NA,82,55,69,0,1,1,12312,269,0.107806690037251,7,0.0265151523053646,0,1,0,61,85,57,71,274,0.0260223048327138,0.114355231143552
"118",1,101,13,2,102,3,4,7,23,124,61,1,NA,85,57,71,0,1,1,12313,274,0.114355228841305,3,0.0111524164676666,0,1,0,62,87,58,72,279,0.0109489051094891,0.115890083632019
"119",1,101,14,2,102,2,4,7,23,124,62,1,NA,87,58,72,0,1,0,12314,279,0.115890085697174,2,0.00729927001520991,0,1,0,62,88,58,73,281,0.00716845878136201,0.119810201660735
"120",1,101,15,2,102,0,4,7,23,124,62,0,NA,88,58,73,0,0,0,12315,281,0.119810201227665,0,0,0,1,0,62,88,58,73,281,0,0.119810201660735
"121",1,101,1,3,103,30,1,7,3,131,20,8,NA,20,20,20,2,0,20,10301,80,0,30,0.375,0,1,0,24,30,32,12,98,0.375,0.224489795918367
"122",1,101,2,3,103,16,1,7,3,131,24,6,NA,30,32,12,10,0,0,10302,98,0.224489793181419,16,0.200000002980232,0,1,0,24,26,38,18,106,0.163265306122449,0.194968553459119
"123",1,101,3,3,103,15,1,7,3,131,24,6,NA,26,38,18,4,5,0,10303,106,0.194968551397324,15,0.153061226010323,0,1,0,24,28,39,24,115,0.141509433962264,0.142028985507246
"124",1,101,4,3,103,21,1,7,3,131,24,4,NA,28,39,24,4,9,4,10304,115,0.142028987407684,21,0.198113203048706,0,1,0,28,32,38,28,126,0.182608695652174,0.0899470899470899
"125",1,101,5,3,103,40,1,7,3,131,28,6,NA,32,38,28,6,8,20,10305,126,0.0899470895528793,40,0.347826093435287,0,1,0,37,41,45,23,146,0.317460317460317,0.159817351598173
"126",1,101,6,3,103,46,1,7,3,131,37,7,NA,41,45,23,9,15,15,10306,146,0.159817352890968,46,0.365079373121262,0,1,0,48,50,48,26,172,0.315068493150685,0.13953488372093
"127",1,101,7,3,103,60,1,7,3,131,48,8,NA,50,48,26,14,18,20,10307,172,0.139534890651703,60,0.410958915948868,0,1,0,63,59,53,29,204,0.348837209302326,0.176470588235294
"128",1,101,8,3,103,73,1,7,3,131,63,10,NA,59,53,29,14,20,29,10308,204,0.176470592617989,73,0.424418598413467,0,1,0,81,73,61,28,243,0.357843137254902,0.234567901234568
"129",1,101,9,3,103,66,1,7,3,131,81,13,NA,73,61,28,13,20,20,10309,243,0.234567895531654,66,0.323529422283173,0,1,0,93,85,66,33,277,0.271604938271605,0.239470517448857
"130",1,101,10,3,103,54,1,7,3,131,93,10,NA,85,66,33,15,20,9,10310,277,0.239470511674881,54,0.222222223877907,0,1,0,104,91,67,45,307,0.194945848375451,0.218241042345277
"131",1,101,11,3,103,26,1,7,3,131,104,10,NA,91,67,45,11,0,5,10311,307,0.218241035938263,26,0.0938628166913986,0,1,0,104,90,77,50,321,0.0846905537459283,0.181723779854621
"132",1,101,12,3,103,21,1,7,3,131,104,6,NA,90,77,50,10,5,0,10312,321,0.181723773479462,21,0.0684039071202278,0,1,0,106,88,80,58,332,0.0654205607476635,0.152610441767068
"133",1,101,13,3,103,15,1,7,3,131,106,6,NA,88,80,58,4,5,0,10313,332,0.152610436081886,15,0.0467289723455906,0,1,0,106,90,81,64,341,0.0451807228915663,0.131964809384164
"134",1,101,14,3,103,12,1,7,3,131,106,6,NA,90,81,64,6,0,0,10314,341,0.131964802742004,12,0.0361445769667625,0,1,0,105,89,86,69,349,0.0351906158357771,0.106017191977077
"135",1,101,15,3,103,88,1,7,3,131,105,3,NA,89,86,69,85,0,0,10315,349,0.10601719468832,88,0.25806450843811,0,1,0,135,37,119,102,393,0.25214899713467,0.263782866836302
"136",1,101,1,3,103,30,2,7,10,132,20,2,NA,20,20,20,8,0,20,11001,80,0,30,0.375,0,1,0,30,24,32,12,98,0.375,0.224489795918367
"137",1,101,2,3,103,16,2,7,10,132,30,10,NA,24,32,12,6,0,0,11002,98,0.224489793181419,16,0.200000002980232,0,1,0,26,24,38,18,106,0.163265306122449,0.194968553459119
"138",1,101,3,3,103,15,2,7,10,132,26,4,NA,24,38,18,6,5,0,11003,106,0.194968551397324,15,0.153061226010323,0,1,0,28,24,39,24,115,0.141509433962264,0.142028985507246
"139",1,101,4,3,103,21,2,7,10,132,28,4,NA,24,39,24,4,9,4,11004,115,0.118840582668781,21,0.198113203048706,0,1,0,32,28,38,28,126,0.182608695652174,0.0899470899470899
"140",1,101,5,3,103,40,2,7,10,132,32,6,NA,28,38,28,6,8,20,11005,126,0.0687830671668053,40,0.347826093435287,0,1,0,41,37,45,23,146,0.317460317460317,0.159817351598173
"141",1,101,6,3,103,46,2,7,10,132,41,9,NA,37,45,23,7,15,15,11006,146,0.159817352890968,46,0.365079373121262,0,1,0,50,48,48,26,172,0.315068493150685,0.13953488372093
"142",1,101,7,3,103,60,2,7,10,132,50,14,NA,48,48,26,8,18,20,11007,172,0.139534890651703,60,0.410958915948868,0,1,0,59,63,53,29,204,0.348837209302326,0.176470588235294
